has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,50,1,1,0,2019,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,https://name-trezor-help-dvoy.vercel.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,26,0,55,1,1,1,5269,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,http://suite-trezo-co.vercel.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,26,0,55,1,1,1,5269,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://suite-trezo-co.vercel.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,182,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://pichincha2025b.webcindario.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,24,1,0,68,0,0,23,7,44,64,1,1,1,4351,17,82,8,237,0,1,0,0,0,0,30,1,0,1,2,97,0,https://webdisk.130-131-162-51.cprapid.com/signin?c_ds_na=hIKBiTmYqNBnq7Ke4iaPK2o0kJ1MG1rf95s5bQE0oL&amp;c_ds_no=text%2Fhtml%2Capplication%2Fxhtml%2Bxml%2Capplication%2Fxml%3Bq%3D0.9%2Cimage%2Favif%2Cimage%2Fwebp%2Cimage%2Fapng%2C%2A%2F%2A%3Bq%3D0.8%2Capplication%2Fsigned-exchange%3Bv%3Db3%3Bq%3D0.7,1
1,1,1,0,0,1,0,0,1,1,1,19,7,0,0,13,0,0,5,9,14,8,1,1,1,566,0,6,5,162,0,0,1,0,0,1,12,0,0,0,0,26,0,https://forms.zohopublic.com/gcroff1/form/EmailID/formperma/dAwaGfRZKStTSV3VZg6h3aT1ypLCl4wcYpyvxjLsPyQ,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://networksolvtions.codeberg.page/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,177,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,https://t.co/ESvzCRU4qM,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,177,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,https://bssspwsp.wpdevcloud.com/ssp/ssp/ssp/primer-paso.php,1
1,1,1,0,0,1,1,0,1,0,0,4,2,0,38,9,0,0,4,1,7,13,0,0,0,1151,0,50,2,68,0,0,1,0,0,1,4,0,0,0,0,0,0,https://bafybeihhitjb3lpvuqsyfsry67fej6ahwdkqcrtzywaw4jpvru5srwotuq.ipfs.dweb.link/cPweb30.html,1
1,1,1,0,0,1,1,0,1,0,0,4,3,0,39,9,0,0,3,0,1,13,0,0,0,1104,0,51,2,76,0,0,1,0,1,1,4,0,0,0,0,1,0,https://bafkreids5ft2nrtk5ujl5tatr3qxetvf7t6fh2vfee63a4ygkewy2ek7pa.ipfs.dweb.link/,1
1,1,0,0,1,1,1,0,1,0,0,4,0,0,0,0,0,2,6,2,9,29,0,1,0,210,0,1,1,15,0,0,1,0,0,0,1,0,0,0,0,3,1,https://bafybeib7qftc7bgvhkdew2purmpqalnn2knkwefxjdgeuskqd5spht4jym.ipfs.dweb.link/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://pub-f071f129da9b4921a7cbba2a72d16819.r2.dev/index.html,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,21,0,0,1,654,0,1,2,7,0,0,0,0,0,0,8,0,0,0,0,0,0,https://meta-refund.surge.sh/Refund,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,21,0,0,1,654,0,1,2,7,0,0,0,0,0,0,8,0,0,0,0,0,0,https://meta-refund.surge.sh/event,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1vNfOv2twp_gqmSlMXSZ9aSx9W9bYs7s75KdENoGHG9c/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1TydHhtX-NOnUHwu2xBeaUuE_hFILWuu59YTmBshr3k4/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1sTNdZ6SufOYCvJVNJfFSrfRsqgF_4SiiU1Ipiw7tBjU/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1r2wNZJYHhx0rrtCuoI_b6CaMvdVwxuQ1hQ0wXeJkrFQ/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1pfM6xg0UBO1q6PcpC5vZxkHc-IXP52vd9NmvkUxGywY/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1od4GSD74YBerFD5Ouv531iwfMHgltTcu2VLMVlxKMHU/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1HPAZaZ9TGiKlpH7Q_Cg9DzgXqWtT9T10YtMXXOKZzVI/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1FFlASkVIaNKbewUrrjJ6b0jJSMz580-8D5O3VkKsO1s/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1qs0LrAN_VxZVVftsf6u6NO3rMX5o-rOFQgssA0RAJy0/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1O_LAE1rP3cm9RPBa0g-LKQu9g5X-MRRkwppSTMS6ZUw/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1Gm4Sb94tx8D1CGjTWmIozwJj0jAUFwtEkn0_mleEGk8/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/18dTj0qNhg8YfKIym6YEMXRpssUUyxjX63ZYoNOM-aik/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/17RgZwYeYw2KrjI_bQdu-yYQAE8SspVYqxFg_Tm3BxNA/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/17oU3iEgFTXinFK2iHk29hgGkb7Qori2VU4bwhcZejCk/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/17Ha6QFoF5q3DjkkkTWTatNx5PvYDxHAyTPG3jfvUhyY/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1XrWOdV6tDTX8XKa3SwP-p6D8DmM7N4NlbEh0mhU29cY/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1vt7mQFWG7d_imiXpPOBUnEsS_I_LWdiBcQ2Z6FwMotw/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1UkgPJCbI_QIBzEQ1vAARuAPJ50x-HYGcYUu5LVwpSXE/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1sKz3p4TghWMawL8prl4aURZowlzcQZh4AelsPzmKo98/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1SgY_uJTJVmH50r5i1y9v7gsNNUgMxBTZVqknHRe491E/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1qx3a2B1bsFlroFiiPrIRTJWxV3727td_HMzJFBZUbtg/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1PDABmB9jizo4JKgNbXLrHvb6KNDKJElwb3RrQwbrOX0/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1pBAkc__vpEog9y14p8Nx7Cq4AuX735T8OS2WRjT1Ccw/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1bgAHlhrCn20qTBxNStsXGsxcMRaNqKnMC1KoTylViSU/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/158Uoy4-wRUybJUYg_MBKZ6oqAJ_7uJN0L4iwnVtju9o/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/12zbE1H1QFtqaEiswu6XKrTfxHqjbOqBZlfaMK7FmYmM/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/11TsdUNpkVu3i0sQm1l3zcH5V-BUKISDpM41_OeTlYSA/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/116OX07gqjW08fgd3hfSk2NkY7tPnj6ibMPGIUwcaQzc/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,62,0,0,0,382,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/15uA0H9y6E2hsy9e7ayUUHxDW4Jl7agGpaqYg_MpgLVM/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1U17qaIWIQ6EUZlSjS0pBx-4XcI4FOHcBoDsYjFMTjO8/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1QxJNt9N98QIyqyd0UuuauHnnMwoc1cBKRYoUipX4d_s/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1Vhu6-skFuN1neUz2tkd81QnCQBCb05cGnfY8ZAEeZoQ/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1UvlFcavXmOHQiJsLixEubU1VqyMPXlZzETXwhVee8UE/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1Oh887mtva1P-olKpMqZB6W_jgImJapOJ46LmgjtmHO4/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1NErjPgecBVDL-S1uLGt8u38sQyNN8ulatbKPQ5_An9k/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1KkYvsIctrylcsr5oUBLoXYyKEWjSyfNenYYU8DcYy4U/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1IxJEl9SOl1wp4QgwE8-_okKWiDvz3uOprDKCE8Yar0g/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1_1NDfzIIA6y1TXM_Tw63SlAEeyNag5wYnAjMKxBP79Q/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1YSdUMLk1Cpf-Qa4s5a19HraseLsLSmaDWDtpcHxzKJM/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1wsw7N_M-4jouaQX28B33uC1MplfSR1mwxgKNoEWJY4A/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1to37uxmMIe7B1AAwnrzoXN3DvlyTrl_dqk8KqN7Rb5M/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1QjqkAremHu5nG4E8DnzjEOXlLIk0KEoviPUzssRBj20/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1KOwSLrC1wEaSeedwSvQop7Dj3aWVFdTW2LRP9xaUUQE/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1h1d2g9-_DUEDoog_LonIeS3DHpCdqCKUUY8fz2CrEvc/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1dQ_GWkOKRxKzpdKG7kYY_0rudZpGCEG8dP5JYZRh9_c/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1DdXUwndZeON-AoBqjdzFJsQd4BYQ4_58Xy6zYbsV4ok/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,49,0,0,0,356,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/109WDFnaCpMG7vwl_2qUecJOP59N6wb43M6H4x3vrYnY/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1wl-mRVmL5G_gBmJXedvXgoR9LXyeKCSDpUgCutYU5Qo/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1ShFVOJ_WMUk7ZB-nSFsWRxOXzyPUR018sRRTK923or0/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1RbyikrL6zLg98_uFJ5g8E5JAtrZGSJaow6oOQoFdgNU/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1P0FVqZDQOe94K0iCFm-x1N1TPAHln-XzCm1dBLIuo_I/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1_YI1aKbZ1zfKG1eMfONnNVX8MUAEgtbg1SKLJgvNqo0/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/17Je4X2RZ2s-pO11HF-yVWnvvIWXjfmnWaK58fPS98F8/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,53,0,0,0,364,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/146FVO6BxExhwjnWy7t4J9pOTzi2B9LtCULjAvPlaZy4/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,53,0,0,0,364,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1TfKuCDgNvp2LXIk5JnJ-Fa1M3CTDBnyZ3HfqkOg_ABA/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,53,0,0,0,364,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1rML_n19kdRE1FSX3gexVmBpraBwHXRLKN5gOFFV_1Uo/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,53,0,0,0,364,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1ciMeu5i5B6-cj03nzJVVj7rc-JPYwcPwPgck4j0AsLs/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,53,0,0,0,364,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1J0pQT_JSW6QYFBISJI09hlxVQIQjy7w1Bp2MzAW-AWs/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,54,0,0,0,366,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1WiaGSATYmtJ6Xp47g8XIxn7KZ8nhyOdkqqBXS6bkSSM/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,54,0,0,0,366,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1s46FHIlU-wuKJ0KAjj_aRuDzDbXsDaoDRBXYLD2XwmY/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,54,0,0,0,366,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1AobyxrMvM_iJ2ebUDgn0Mt_vUNMQBYq1X9Lugtz93m8/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,54,0,0,0,366,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1ScJbhw2kstiPnwekRQF0_PJ9321RSwDtlMSXdnQpQoA/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,54,0,0,0,366,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1ev_KeDX4AZO33xY-27_YymwU1bDba1LBggDl5V4vNI4/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,54,0,0,0,366,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1tWyjgu-Tmy9RnEcWnVjCMa7EB-v2oparH21iUjqzL7M/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1x7yFF5Ncwvack5dc5BcXkdYDVOlG0g9mLlGEBcbdk58/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1tSEBV3KVrE0QhskQd64iVxJaAuyL9pDEUraWL1vfRS0/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1t2qfEYG-yv3Sq8WM2YMDZvgykNFK4AkvcfTkY1IAHWo/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1QNh3IQZpjGFgKCcnPTp6E831IgtHcb9XaUhy3n5gzeY/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1M7-c7YNx6uoEXAi7FFwq21LKUi74X1Csked8cQ71-2M/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1JhmQSUm9lVnbCJO7ETd57Q9iSs_etFwgAkY-Q05Vg7Y/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1Im9eX6j7n--U8bMB8-CflAXNcNORAtVF4yHfEnqj36E/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1exbsd0RkiB4VKTyGIj31kTPG8zXoSC_QZDg9Woc506k/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1EuCSeIgGxIbV9eNjtiZmFhcRJPof6pxBY5ErGgh-hpM/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1eAYt7CXs4A_xSxMdaIOE7xaCpBq7bqaSEDimtQIXq34/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,30,52,0,0,0,362,0,3,0,192,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/10gb5Tf-EMuWh49H73VwSkTa3PTCFlWx95N7SAJO9EYU/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,52,0,0,0,362,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1SSl-GRYEua6BOV0Mcpo8RcUKMEX3PUjoo_VgoQxxTUc/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1wAmyQA9aR-a7sLbg8mFCuFqbLOSmdAPENVwXQcbgP9Q/edit,1
1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,30,49,0,0,0,356,0,3,0,196,0,0,0,0,1,1,17,0,0,0,0,6,0,https://docs.google.com/drawings/d/1Ubh3lZm9YfRlWCAlBqh3b_Q1FV0qi5jE_ajKy5Tteys/edit,1
